<----Clip Here for Data----->
HGNC ID	Approved Name	Aliases	Name Aliases	Pubmed IDs
20110	chromosome 14 open reading frame 63			
20111	chromosome 14 open reading frame 64			
20114	chromosome 14 open reading frame 67			
20115	chromosome 14 open reading frame 68			
20117	chromosome 14 open reading frame 70			
20118	chromosome 14 open reading frame 71			
20119	chromosome 14 open reading frame 72			
20120	chromosome 14 open reading frame 73			
20121	chromosome 14 open reading frame 74			
20126	chromosome 14 open reading frame 79			
20127	chromosome 14 open reading frame 80			
20128	chromosome 14 open reading frame 81			
20129	chromosome 14 open reading frame 82			
20131	chromosome 14 open reading frame 84			
20133	chromosome 14 open reading frame 86			
20135	chromosome 14 open reading frame 88			
20136	chromosome 14 open reading frame 89			
20138	chromosome 14 open reading frame 91	PR01157		
20162	chromosome 14 open reading frame 93	FLJ12154		
20158	chromosome 14 open reading frame 95			
20168	chromosome 14 open reading frame 97			
20169	chromosome 14 open reading frame 98			
20170	chromosome 14 open reading frame 99			
20185	chromosome 14 open reading frame 101	FLJ20392		
20186	chromosome 14 open reading frame 102	FLJ14051		
20188	chromosome 14 open reading frame 104	FLJ10563, KTU	"kintoun"	
20189	chromosome 14 open reading frame 105	FLJ10650		
20190	chromosome 14 open reading frame 106	FLJ11186, KIAA1903, MIS18BP1		17339379, 17199038
20218	chromosome 14 open reading frame 109	DKFZP564F1123		
20223	chromosome 14 open reading frame 115	FLJ10811		
20210	chromosome 14 open reading frame 118	FLJ20689, FLJ10033		10574461
20270	chromosome 14 open reading frame 119	FLJ20671		
20277	chromosome 14 open reading frame 126	MGC9912		
20279	chromosome 14 open reading frame 128	MGC15504		
20343	chromosome 14 open reading frame 129			
20346	chromosome 14 open reading frame 132			
20347	chromosome 14 open reading frame 133	VPS16B, SPE-39, SPE39		
20349	chromosome 14 open reading frame 135			
20352	chromosome 14 open reading frame 138			
20353	chromosome 14 open reading frame 139			
20356	chromosome 14 open reading frame 142			
20357	chromosome 14 open reading frame 143			
20358	chromosome 14 open reading frame 144			
20359	chromosome 14 open reading frame 145			
20361	chromosome 14 open reading frame 147			
20487	chromosome 14 open reading frame 148	FLJ32809		
20488	chromosome 14 open reading frame 149	FLJ25436		
20492	chromosome 14 open reading frame 153	MGC2562		
20495	chromosome 14 open reading frame 156	DC50		
20496	chromosome 14 open reading frame 157	FLJ12294		
20498	chromosome 14 open reading frame 159	FLJ39975		
23243	chromosome 14 open reading frame 162	PLPL	"myelin proteolipid protein-like protein"	
20438	chromosome 14 open reading frame 164			
23167	chromosome 14 open reading frame 165	CNSLT1I7G		
23169	chromosome 14 open reading frame 166	CGI-99, RLLM1	"RLL motif containing 1"	10810093
23346	chromosome 14 open reading frame 166B			
23175	chromosome 14 open reading frame 167	PRO1488		12477932
20968	chromosome 14 open reading frame 169	FLJ21802		12477932
18631	chromosome 14 open reading frame 174	FLJ35963		
32545	chromosome 14 open reading frame 176			
26375	chromosome 14 open reading frame 177	FLJ25773		12477932
26385	chromosome 14 open reading frame 178	FLJ25976		12477932
29669	chromosome 14 open reading frame 179	FLJ32173, MGC16028		12477932
33795	chromosome 14 open reading frame 180			
33794	chromosome 14 open reading frame 181	FLJ39779		
27503	chromosome 14 open reading frame 182			
27285	chromosome 14 open reading frame 183			
37224	chromosome 14 open reading frame 184	FLJ33842, PP8961		
1190	chromosome 15 open reading frame 2			10783265
1193	chromosome 15 open reading frame 5			
24695	chromosome 15 open reading frame 17	FLJ00005		11214971
26817	chromosome 15 open reading frame 21	FLJ39426, D-PCa-2		15027122
30767	chromosome 15 open reading frame 23	FLJ14502		12477932
24301	chromosome 15 open reading frame 24	C11orf3		10873569
26782	chromosome 15 open reading frame 26	FLJ38615		14702039
26763	chromosome 15 open reading frame 27	FLJ38190		14702039
25672	chromosome 15 open reading frame 28	FLJ11722, HsT18971		14702039
26199	chromosome 15 open reading frame 29	FLJ22557		11230166
26549	chromosome 15 open reading frame 32	FLJ32831		
26543	chromosome 15 open reading frame 33	FLJ32800		
25810	chromosome 15 open reading frame 34	FLJ13315		12477932
32354	chromosome 15 open reading frame 35			
32358	chromosome 15 open reading frame 36			
27521	chromosome 15 open reading frame 37	FLJ33788		
28782	chromosome 15 open reading frame 38	MGC61550		12477932
24497	chromosome 15 open reading frame 39	DKFZP434H132, FLJ46337		
28443	chromosome 15 open reading frame 40	MGC29937		
26929	chromosome 15 open reading frame 41	HH114, MGC11326, FLJ22851		
28704	chromosome 15 open reading frame 42	MGC45866, FLJ41618		12477932
28520	chromosome 15 open reading frame 43	MGC33951		
25372	chromosome 15 open reading frame 44	DKFZP564O1664		11230166
29898	chromosome 15 open reading frame 48	NMES1	"normal mucosa of esophagus specific 1"	12209954
32382	chromosome 15 open reading frame 50	MGC42951		12477932
25290	chromosome 15 open reading frame 51	FLJ45937, DKFZp434I1020		
33488	chromosome 15 open reading frame 52	FLJ43339		
33796	chromosome 15 open reading frame 53	FLJ35695		
33797	chromosome 15 open reading frame 54	FLJ39531		
29919	chromosome 15 open reading frame 55	NUT, DKFZp434O192	"nuclear protein in testis"	12543779
33868	chromosome 15 open reading frame 56	FLJ38596		
28295	chromosome 15 open reading frame 57	MGC20481		12477932
34360	chromosome 15 open reading frame 58			
33753	chromosome 15 open reading frame 59	MGC131524, LOC388135		
25065	chromosome 15 open reading frame 60	LOC283677, FLJ27520, FLJ36860, FLJ44083		12477932
34453	chromosome 15 open reading frame 61	LOC145853		
34489	chromosome 15 open reading frame 62	LOC643338		
18418	chromosome 15 open reading frame 63	HYPK, HSPC136, FLJ20431	"huntingtin interacting protein K"	9700202
1197	chromosome 16 open reading frame 3			9790751
13234	chromosome 16 open reading frame 5			10570909, 17599062
13526	chromosome 16 open reading frame 7	ATP-BL		10231027
14138	chromosome 16 open reading frame 10			
14139	chromosome 16 open reading frame 11			
14141	chromosome 16 open reading frame 13	MGC13114		
14157	chromosome 16 open reading frame 29			
14160	chromosome 16 open reading frame 32			
14124	chromosome 16 open reading frame 35	CGTHBA		8575760
14171	chromosome 16 open reading frame 38			
14175	chromosome 16 open reading frame 42	MGC24381		12477932
19213	chromosome 16 open reading frame 45	FLJ32618		
26525	chromosome 16 open reading frame 46	FLJ32702		
28329	chromosome 16 open reading frame 47	FLJ26184		
25246	chromosome 16 open reading frame 48	DKFZP434A1319		11230166
27087	chromosome 16 open reading frame 52			12477932
28707	chromosome 16 open reading frame 53	MGC4606, GAS	"glutamate-rich coactivator interacting with SRC1/NCOA1"	19039327
26649	chromosome 16 open reading frame 54	FLJ35681		12975309
26463	chromosome 16 open reading frame 55	FLJ31606		
25792	chromosome 16 open reading frame 57	FLJ13154, HVSL1	"HVSL motif containing 1"	12477932
25848	chromosome 16 open reading frame 58	FLJ13868		
25849	chromosome 16 open reading frame 59	FLJ13909		12477932
24447	chromosome 16 open reading frame 61	DC13		12477932
24641	chromosome 16 open reading frame 62	MGC16824		10493829
26435	chromosome 16 open reading frame 63	DKFZp686N1651, FLJ31153		12477932
28740	chromosome 16 open reading frame 65	MGC50721		12477932
28447	chromosome 16 open reading frame 67	MGC3020		12477932
28368	chromosome 16 open reading frame 68	FLJ12433,MGC2654		12477932
29564	chromosome 16 open reading frame 70	lin-10, FLJ12076		12477932
25081	chromosome 16 open reading frame 71	FLJ43261, DKFZp686H2240		12477932
30103	chromosome 16 open reading frame 72	FLJ41272, PRO0149		8889548
28569	chromosome 16 open reading frame 73	MGC35212		12477932
23362	chromosome 16 open reading frame 74	MGC17624		
28349	chromosome 16 open reading frame 75	MGC24665		12477932
28479	chromosome 16 open reading frame 78	MGC33367		12477932
28309	chromosome 16 open reading frame 79	MGC21830		12477932
29523	chromosome 16 open reading frame 80	GTL3, fSAP23	"functional spliceosome-associated protein 23"	8688464
26713	chromosome 16 open reading frame 81	FLJ36701		
30755	chromosome 16 open reading frame 82	TNT		12477932
33799	chromosome 16 open reading frame 85	FLJ45530		
33755	chromosome 16 open reading frame 86	FLJ41802		
33754	chromosome 16 open reading frame 87			
34404	chromosome 16 open reading frame 88	101F10.1, FAM191A	"family with sequence similarity 191, member A"	
28687	chromosome 16 open reading frame 89	MGC45438		12975309
34455	chromosome 16 open reading frame 90	LOC646174		
27558	chromosome 16 open reading frame 91	gs103		
26346	chromosome 16 open reading frame 92	FLJ25404		
28078	chromosome 16 open reading frame 93	MGC104706		
1213	chromosome 17 open reading frame 2			10673334
1218	chromosome 17 open reading frame 4			
1219	chromosome 17 open reading frame 5			
1220	chromosome 17 open reading frame 6			
1221	chromosome 17 open reading frame 7			
1222	chromosome 17 open reading frame 8			
1223	chromosome 17 open reading frame 9			
1204	chromosome 17 open reading frame 13			
1206	chromosome 17 open reading frame 15			
1207	chromosome 17 open reading frame 16			
1208	chromosome 17 open reading frame 17			
1209	chromosome 17 open reading frame 18			
1210	chromosome 17 open reading frame 19			
1214	chromosome 17 open reading frame 20			
1215	chromosome 17 open reading frame 21			
1216	chromosome 17 open reading frame 22			
1217	chromosome 17 open reading frame 23			
15736	chromosome 17 open reading frame 28	DMC1	"downregulated in multiple cancer 1"	11281419
18227	chromosome 17 open reading frame 33	CSF3OS		
28230	chromosome 17 open reading frame 37	MGC14832, ORB3, XTP4		17121940, 12739007
28453	chromosome 17 open reading frame 39			11997338
26223	chromosome 17 open reading frame 42	FLJ22729		11468690, 10843809
26628	chromosome 17 open reading frame 44	FLJ34790, MGC104931		
26349	chromosome 17 open reading frame 46	FLJ25414		12477932
26844	chromosome 17 open reading frame 47	FLJ40121		
30925	chromosome 17 open reading frame 48	MDS006		
28737	chromosome 17 open reading frame 49	MGC49942		
29581	chromosome 17 open reading frame 50			
27904	chromosome 17 open reading frame 51	FLJ12977, FLJ31874, FLJ33618		
27562	chromosome 17 open reading frame 52			12477932
28460	chromosome 17 open reading frame 53	MGC3130		
26863	chromosome 17 open reading frame 54	FLJ40319		
26816	chromosome 17 open reading frame 55	FLJ39421		
26458	chromosome 17 open reading frame 56	FLJ31528		
26864	chromosome 17 open reading frame 57	FLJ40342		
27568	chromosome 17 open reading frame 58			12477932
25939	chromosome 17 open reading frame 59	FLJ20014		12477932
27570	chromosome 17 open reading frame 60			12477932
28618	chromosome 17 open reading frame 61	MGC40107		12477932
28672	chromosome 17 open reading frame 62	MGC4368, FLJ90469		
25563	chromosome 17 open reading frame 63	FLJ10700		
26990	chromosome 17 open reading frame 64			12477932
25442	chromosome 17 open reading frame 65	DKFZp762C2414		
26548	chromosome 17 open reading frame 66	FLJ32830		12477932
27900	chromosome 17 open reading frame 67			12477932
26169	chromosome 17 open reading frame 68	FLJ22170		12477932
26327	chromosome 17 open reading frame 69	FLJ25168		
26171	chromosome 17 open reading frame 70	FLJ22175		
25551	chromosome 17 open reading frame 71	FLJ10587		12477932
25673	chromosome 17 open reading frame 72	FLJ11724, DKFZp761M2312		12477932
26080	chromosome 17 open reading frame 73	FLJ20694		
27315	chromosome 17 open reading frame 74			12477932
30173	chromosome 17 open reading frame 75	NJMU-R1		
32403	chromosome 17 open reading frame 76	FLJ35696		14702039
26480	chromosome 17 open reading frame 77	FLJ31882		
26831	chromosome 17 open reading frame 78	FLJ39647		14702039
28848	chromosome 17 open reading frame 79	TTP1, HSA272196, COPR5	"cooperator of PRMT5"	10843809, 18404153
29601	chromosome 17 open reading frame 80	HLC-8, MIG3, FLJ20721		12477932
30617	chromosome 17 open reading frame 81	DERP6	"dermal papilla derived protein 6", "S-phase 2 protein"	11042152
32699	chromosome 17 open reading frame 82			
26206	chromosome 17 open reading frame 84	FLJ22594		
24612	chromosome 17 open reading frame 85	HSA277841, ELG	"ELG protein"	11412301
33099	chromosome 17 open reading frame 86	PRO0872, FLJ25582, DKFZp686L05235		16373490
33504	chromosome 17 open reading frame 87	DTFT5783, UNQ5783, FLJ32580, MGC163426, MGC163428		
17505	chromosome 17 open reading frame 88	APR-2		10948432
33551	chromosome 17 open reading frame 89			17287340
27901	chromosome 17 open reading frame 90	MGC104712		
28219	chromosome 17 open reading frame 91	MGC14376, DKFZp686O06159		8619474, 9110174
30143	chromosome 17 open reading frame 93	PRAC2	"prostate, rectum and colon 2"	12746837
26988	chromosome 17 open reading frame 95	LOC124512		12477932
34493	chromosome 17 open reading frame 96	LOC100170841		
33800	chromosome 17 open reading frame 97	LOC400566		12477932
34492	chromosome 17 open reading frame 98	LOC388381		16625196
34490	chromosome 17 open reading frame 99	GLPG464, UNQ464		
34494	chromosome 17 open reading frame 100	LOC388327		
26174	chromosome 17 open reading frame 101	FLJ22222		12477932
34412	chromosome 17 open reading frame 102	FLJ44815		
30770	chromosome 17 open reading frame 103	MGC33894, Gtlf3b	"transcript expressed during hematopoiesis 2", "gene trap locus F3b"	12477932
26670	chromosome 17 open reading frame 104	FLJ35848		
37241	chromosome 17 open reading frame 105			
37242	chromosome 17 open reading frame 106	FLJ39785		
37238	chromosome 17 open reading frame 107			
27314	chromosome 17 open reading frame 108	HSD24		12477932
1224	chromosome 18 open reading frame 1		"clone 22"	9479497, 9129712
1225	chromosome 18 open reading frame 2			11173868
24326	chromosome 18 open reading frame 8	MIC1, HsT2591	"colon cancer associated protein Mic1"	12477932
24561	chromosome 18 open reading frame 10	DKFZP586M1523, HsT3006		12477932
24918	chromosome 18 open reading frame 12	HEIL1, HsT2508		
26447	chromosome 18 open reading frame 15	FLJ31338, HsT3231		14702039
26399	chromosome 18 open reading frame 16	FLJ30507		
28278	chromosome 18 open reading frame 18	MGC17515, HsT959		12477932
28346	chromosome 18 open reading frame 19	MGC24180, HsT2329		14702039
28597	chromosome 18 open reading frame 20	MGC39571, HsT1235		12477932
28802	chromosome 18 open reading frame 21	PNAS-131, PNAS-124, HsT3108		12477932
26120	chromosome 18 open reading frame 22	FLJ21172, HsT169		12477932
26612	chromosome 18 open reading frame 23	FLJ34218, FLJ31435		14702039
28172	chromosome 18 open reading frame 25	MGC12909		12477932
26808	chromosome 18 open reading frame 26	FLJ39106		14702039
31690	chromosome 18 open reading frame 32	FLJ23458		
29588	chromosome 18 open reading frame 34	FLJ44050		
29311	chromosome 18 open reading frame 41			
31723	chromosome 18 open reading frame 45	MGC11386, FLJ44259		12477932
25977	chromosome 18 open reading frame 49	FLJ20222		12477932
31727	chromosome 18 open reading frame 50			
13796	chromosome 18 open reading frame 54	MGC33382		
25010	chromosome 18 open reading frame 55	HSPC154		11042152
29553	chromosome 18 open reading frame 56			
25254	chromosome 18 open reading frame 57	DKFZP434C0826		
26362	chromosome 18 open reading frame 61			
27598	chromosome 18 open reading frame 62			
13236	chromosome 19 open reading frame 2	RMP, NNX3, FLJ10575, URI	"unconventional prefoldin RPB5 interactor"	9878255, 9819440
17039	chromosome 19 open reading frame 6	MGC4022, ASBABP1, MBRL	"membralin", "aspecific BCL2 ARE-binding protein 1"	12638133, 16084606
17974	chromosome 19 open reading frame 8			
16948	chromosome 19 open reading frame 10	R33729_1, IL25, SF20, IL-25, IL-27		
25443	chromosome 19 open reading frame 12	MGC10922, DKFZP762D096		12477932
28642	chromosome 19 open reading frame 18	MGC41906		12477932
25058	chromosome 19 open reading frame 20	GTRGEO22		11441184
27000	chromosome 19 open reading frame 21	DKFZp686H18209		
28270	chromosome 19 open reading frame 22	MGC16353		12477932
